	lexeme	lang	mframe	mframe_trans	frame	tax_class	field	meaning	example	comment	usage
8967		башкирский	скамейка	ширлек, эскәмйә	располагающиеся на высоте объекты	размер	мелкий/низкий/короткий	и			+
8968		башкирский	стул	ултырғыс	располагающиеся на высоте объекты	размер	мелкий/низкий/короткий	и			+
8969		башкирский	кровать	карауат	располагающиеся на высоте объекты	размер	мелкий/низкий/короткий	и			+
9122		венгерский	потолок		располагающиеся на высоте объекты	размер	мелкий/низкий/короткий	и			+
9123		венгерский	звёзды		располагающиеся на высоте объекты	размер	мелкий/низкий/короткий	и			+
9124		венгерский	облака		располагающиеся на высоте объекты	размер	мелкий/низкий/короткий	и			+
9126		венгерский	турник		располагающиеся на высоте объекты	размер	мелкий/низкий/короткий	и			+
9127		венгерский	талия		располагающиеся на высоте объекты	размер	мелкий/низкий/короткий	и			+
9128		венгерский	табуретка		располагающиеся на высоте объекты	размер	мелкий/низкий/короткий	и			+
9129		венгерский	скамейка		располагающиеся на высоте объекты	размер	мелкий/низкий/короткий	и			+
9131		венгерский	кровать		располагающиеся на высоте объекты	размер	мелкий/низкий/короткий	и			+
8230	-rövid	венгерский	потолок		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			-
8231	-rövid	венгерский	звёзды		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			-
8232	-rövid	венгерский	облака		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			-
8233	-rövid	венгерский	ветка		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			-
8234	-rövid	венгерский	турник		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			-
8235	-rövid	венгерский	талия		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			-
8236	-rövid	венгерский	табуретка		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			-
8237	-rövid	венгерский	скамейка		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			-
8238	-rövid	венгерский	стул		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			-
8239	-rövid	венгерский	кровать		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			-
8067	-sekély	венгерский	потолок		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			-
8068	-sekély	венгерский	звёзды		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			-
8069	-sekély	венгерский	облака		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			-
8070	-sekély	венгерский	ветка		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			-
8071	-sekély	венгерский	турник		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			-
8072	-sekély	венгерский	талия		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			-
8073	-sekély	венгерский	табуретка		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			-
8074	-sekély	венгерский	скамейка		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			-
8075	-sekély	венгерский	стул		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			-
8076	-sekély	венгерский	кровать		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			-
8156	alascony	венгерский	стул		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7419	тәпәш	башкирский	потолок	түшәм	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7420	тәпәш	башкирский	звёзды	йондоҙҙар	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7421	тәпәш	башкирский	облака	болот	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7422	тәпәш	башкирский	ветка	ботаҡ	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7423	тәпәш	башкирский	турник	турник	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7426	тәпәш	башкирский	скамейка	ширлек, эскәмйә	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7427	тәпәш	башкирский	стул	ултырғыс	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7428	тәпәш	башкирский	кровать	карауат	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7424		башкирский	талия		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7425		башкирский	табуретка		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7500		башкирский	потолок	түшәм	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7501		башкирский	звёзды	йондоҙҙар	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7502		башкирский	облака	болот	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7503		башкирский	ветка	ботаҡ	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7504		башкирский	турник	турник	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7505		башкирский	талия		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7506		башкирский	табуретка		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7507		башкирский	скамейка	ширлек, эскәмйә	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7508		башкирский	стул	ултырғыс	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7509		башкирский	кровать	карауат	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7581		башкирский	потолок	түшәм	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7582		башкирский	звёзды	йондоҙҙар	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7583		башкирский	облака	болот	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7584		башкирский	ветка	ботаҡ	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7585		башкирский	турник	турник	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7586		башкирский	талия		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7587		башкирский	табуретка		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7588		башкирский	скамейка	ширлек, эскәмйә	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7589		башкирский	стул	ултырғыс	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7590		башкирский	кровать	карауат	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7662		башкирский	потолок	түшәм	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7663		башкирский	звёзды	йондоҙҙар	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7664		башкирский	облака	болот	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7665		башкирский	ветка	ботаҡ	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7666		башкирский	турник	турник	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7667		башкирский	талия		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7668		башкирский	табуретка		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7669		башкирский	скамейка	ширлек, эскәмйә	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7670		башкирский	стул	ултырғыс	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7671		башкирский	кровать	карауат	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7743		башкирский	потолок	түшәм	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7744		башкирский	звёзды	йондоҙҙар	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7745		башкирский	облака	болот	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7746		башкирский	ветка	ботаҡ	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7747		башкирский	турник	турник	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7748		башкирский	талия		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7749		башкирский	табуретка		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7750		башкирский	скамейка	ширлек, эскәмйә	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7751		башкирский	стул	ултырғыс	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7752		башкирский	кровать	карауат	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7824		башкирский	потолок	түшәм	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7825		башкирский	звёзды	йондоҙҙар	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7826		башкирский	облака	болот	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7827		башкирский	ветка	ботаҡ	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7828		башкирский	турник	турник	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7829		башкирский	талия		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7830		башкирский	табуретка		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7831		башкирский	скамейка	ширлек, эскәмйә	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7832		башкирский	стул	ултырғыс	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7833		башкирский	кровать	карауат	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7905		башкирский	потолок	түшәм	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7906		башкирский	звёзды	йондоҙҙар	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7907		башкирский	облака	болот	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7908		башкирский	ветка	ботаҡ	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7909		башкирский	турник	турник	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7910		башкирский	талия		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7911		башкирский	табуретка		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7912		башкирский	скамейка	ширлек, эскәмйә	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7913		башкирский	стул	ултырғыс	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7914		башкирский	кровать	карауат	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7986		башкирский	потолок	түшәм	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7987		башкирский	звёзды	йондоҙҙар	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7988		башкирский	облака	болот	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7989		башкирский	ветка	ботаҡ	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7990		башкирский	турник	турник	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7991		башкирский	талия		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7992		башкирский	табуретка		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7993		башкирский	скамейка	ширлек, эскәмйә	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7994		башкирский	стул	ултырғыс	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
7995		башкирский	кровать	карауат	располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
8148		венгерский	потолок		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
8149		венгерский	звёзды		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
8150		венгерский	облака		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
8151		венгерский	ветка		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
8152		венгерский	турник		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
8153		венгерский	талия		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
8154		венгерский	табуретка		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
8155		венгерский	скамейка		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
8157		венгерский	кровать		располагающиеся на небольшой высоте объекты	размер	мелкий/низкий/короткий	и			+
8222	-rövid	венгерский	корни		располагающиеся на небольшой глубине объекты	размер	мелкий/низкий/короткий	и			-
8223	-rövid	венгерский	порода		располагающиеся на небольшой глубине объекты	размер	мелкий/низкий/короткий	и			-
7816	өҫтәге	башкирский	корни	тамыр	располагающиеся на небольшой глубине объекты	размер	мелкий/низкий/короткий	и			+
7817	өҫтәге	башкирский	порода	руда	располагающиеся на небольшой глубине объекты	размер	мелкий/низкий/короткий	и			+
7411		башкирский	корни	тамыр	располагающиеся на небольшой глубине объекты	размер	мелкий/низкий/короткий	и			+
7412		башкирский	порода	руда	располагающиеся на небольшой глубине объекты	размер	мелкий/низкий/короткий	и			+
7492		башкирский	корни	тамыр	располагающиеся на небольшой глубине объекты	размер	мелкий/низкий/короткий	и			+
7493		башкирский	порода	руда	располагающиеся на небольшой глубине объекты	размер	мелкий/низкий/короткий	и			+
7573		башкирский	корни	тамыр	располагающиеся на небольшой глубине объекты	размер	мелкий/низкий/короткий	и			+
7574		башкирский	порода	руда	располагающиеся на небольшой глубине объекты	размер	мелкий/низкий/короткий	и			+
7654		башкирский	корни	тамыр	располагающиеся на небольшой глубине объекты	размер	мелкий/низкий/короткий	и			+
7655		башкирский	порода	руда	располагающиеся на небольшой глубине объекты	размер	мелкий/низкий/короткий	и			+
7735		башкирский	корни	тамыр	располагающиеся на небольшой глубине объекты	размер	мелкий/низкий/короткий	и			+
7736		башкирский	порода	руда	располагающиеся на небольшой глубине объекты	размер	мелкий/низкий/короткий	и			+
7897		башкирский	корни	тамыр	располагающиеся на небольшой глубине объекты	размер	мелкий/низкий/короткий	и			+
7898		башкирский	порода	руда	располагающиеся на небольшой глубине объекты	размер	мелкий/низкий/короткий	и			+
7978		башкирский	корни	тамыр	располагающиеся на небольшой глубине объекты	размер	мелкий/низкий/короткий	и			+
7979		башкирский	порода	руда	располагающиеся на небольшой глубине объекты	размер	мелкий/низкий/короткий	и			+
8059		венгерский	корни		располагающиеся на небольшой глубине объекты	размер	мелкий/низкий/короткий	и			+
8060		венгерский	порода		располагающиеся на небольшой глубине объекты	размер	мелкий/низкий/короткий	и			+
8140		венгерский	корни		располагающиеся на небольшой глубине объекты	размер	мелкий/низкий/короткий	и			+
8141		венгерский	порода		располагающиеся на небольшой глубине объекты	размер	мелкий/низкий/короткий	и			+
9717	-yumuşak	турецкий	вялый человек		безвольный		мягкий	п			-
9354	mou	французский	вялый человек		безвольный		мягкий	п			+
9355	mou	французский	вялое сопротивление		безвольный		мягкий	п			+
9765	lɛpə	мокшанский	мягкая глина		вещества		мягкий	и			+
9766	lɛpə	мокшанский	мягкое тесто		вещества		мягкий	и			+
9767	lɛpə	мокшанский	мягкая земля		вещества		мягкий	и			+
9768	lɛpə	мокшанский	мягкий снег		вещества		мягкий	и			+
9503	mianruan	китайский	мягкий снег		вещества		мягкий	и			+
9349	mou	французский	мягкая глина		вещества		мягкий	и			+
9350	mou	французский	мягкое тесто		вещества		мягкий	и			+
9351	mou	французский	мягкая земля		вещества		мягкий	и			+
9352	mou	французский	мягкий снег		вещества		мягкий	и			+
9673	mwulu-ta	корейский	мягкое тесто		вещества		мягкий	и			+
9674	mwulu-ta	корейский	мягкая земля		вещества		мягкий	и			+
9632	mürbe	немецкий	мягкое тесто		вещества		мягкий	и			+
9533	n’ulәk°	ненецкий	мягкая глина		вещества		мягкий	и			+
9534	n’ulәk°	ненецкий	мягкое тесто		вещества		мягкий	и			+
9535	n’ulәk°	ненецкий	мягкая земля		вещества		мягкий	и			+
9536	n’ulәk°	ненецкий	мягкий снег		вещества		мягкий	и			+
9318	pehmeä	финский	мягкая глина		вещества		мягкий	и			+
9319	pehmeä	финский	мягкая земля		вещества		мягкий	и			+
9654	pwutulep-ta	корейский	мягкая глина		вещества		мягкий	и			+
9655	pwutulep-ta	корейский	мягкое тесто		вещества		мягкий	и			+
9656	pwutulep-ta	корейский	мягкая земля		вещества		мягкий	и			+
9477	rouruan	китайский	мягкая земля		вещества		мягкий	и			+
9478	rouruan	китайский	мягкая глина		вещества		мягкий	и			+
9446	ruan	китайский	мягкая земля		вещества		мягкий	и			+
9447	ruan	китайский	мягкая глина		вещества		мягкий	и			+
9448	ruan	китайский	мягкое тесто		вещества		мягкий	и			+
9449	ruan	китайский	мягкий снег		вещества		мягкий	и			+
9568	soft	английский	мягкая глина		вещества		мягкий	и			+
9569	soft	английский	мягкое тесто		вещества		мягкий	и			+
9570	soft	английский	мягкая земля		вещества		мягкий	и			+
9571	soft	английский	мягкий снег		вещества		мягкий	и			+
9500	songruan	китайский	мягкая земля		вещества		мягкий	и			+
9501	songruan	китайский	мягкая глина		вещества		мягкий	и			+
9502	songruan	китайский	мягкий снег		вещества		мягкий	и			+
9624	weich	немецкий	мягкая глина		вещества		мягкий	и			+
9625	weich	немецкий	мягкое тесто		вещества		мягкий	и			+
9626	weich	немецкий	мягкая земля		вещества		мягкий	и			+
9627	weich	немецкий	мягкий снег		вещества		мягкий	и			+
9697	yumuşak	турецкий	мягкая глина		вещества		мягкий	и			+
9698	yumuşak	турецкий	мягкое тесто		вещества		мягкий	и			+
9699	yumuşak	турецкий	мягкая земля		вещества		мягкий	и			+
9700	yumuşak	турецкий	мягкий снег		вещества		мягкий	и			+
9638	zart	немецкий	мягкое тесто		вещества		мягкий	и			+
9276	мягкий	русский	мягкая земля	земля	вещества		мягкий	и			+
9277	мягкий	русский	мягкая глина	глина	вещества		мягкий	и			+
9278	мягкий	русский	мягкое тесто	тесто	вещества		мягкий	и			+
9279	мягкий	русский	мягкий снег	снег	вещества		мягкий	и			+
9412	небыд	коми	мягкая глина		вещества		мягкий	и			+
9413	небыд	коми	мягкое тесто		вещества		мягкий	и			+
9414	небыд	коми	мягкая земля		вещества		мягкий	и			+
9415	небыд	коми	мягкий снег		вещества		мягкий	и			+
9723	-yumuşak	турецкий	глупый человек		глупый		мягкий	п			-
9724	-yumuşak	турецкий	глупый ум		глупый		мягкий	п			-
9725	-yumuşak	турецкий	деликатный человек		деликатный человек		мягкий	п			-
9594	delicate	английский	деликатный человек		деликатный человек		мягкий	п			+
9574	soft	английский	мягкий человек		добрый человек		мягкий	п			+
9575	soft	английский	мягкий голос		добрый человек		мягкий	п			+
9706	-yumuşak	турецкий	мягкий взгляд		добрый, податливый человек		мягкий	п			-
9707	-yumuşak	турецкий	мягкая улыбка		добрый, податливый человек		мягкий	п			-
9711	-yumuşak	турецкий	мягкий человек		добрый, податливый человек		мягкий	п			-
9713	-yumuşak	турецкий	нестрогий закон		добрый, податливый человек		мягкий	п			-
9540	n’ulәk°	ненецкий	мягкий человек		добрый, податливый человек		мягкий	п			+
9541	n’ulәk°	ненецкий	нестрогий закон		добрый, податливый человек		мягкий	п			+
9322	pehmeä	финский	мягкий человек		добрый, податливый человек		мягкий	п			+
9323	pehmeä	финский	мягкий характер		добрый, податливый человек		мягкий	п			+
9324	pehmeä	финский	мягкий взгляд		добрый, податливый человек		мягкий	п			+
9325	pehmeä	финский	мягкая улыбка		добрый, податливый человек		мягкий	п			+
9326	pehmeä	финский	мягкая женственность		добрый, податливый человек		мягкий	п			+
9327	pehmeä	финский	мягкая политика		добрый, податливый человек		мягкий	п			+
9481	rouruan	китайский	мягкий характер		добрый, податливый человек		мягкий	п			+
9482	rouruan	китайский	мягкий человек		добрый, податливый человек		мягкий	п			+
9483	rouruan	китайский	мягкий голос		добрый, податливый человек		мягкий	п			+
9455	ruan	китайский	мягкий характер		добрый, податливый человек		мягкий	п			+
9456	ruan	китайский	мягкий упрек		добрый, податливый человек		мягкий	п			+
9576	soft	английский	мягкие слова		добрый, податливый человек		мягкий	п			+
9708	yumuşak	турецкий	мягкая политика		добрый, податливый человек		мягкий	п			+
9709	yumuşak	турецкий	мягкое сердце		добрый, податливый человек		мягкий	п			+
9710	yumuşak	турецкий	мягкий характер		добрый, податливый человек		мягкий	п			+
9714	yumuşak	турецкий	мягкие слова		добрый, податливый человек		мягкий	п			+
9289	мягкий	русский	мягкий характер		добрый, податливый человек		мягкий	п			+
9290	мягкий	русский	мягкий человек		добрый, податливый человек		мягкий	п			+
9291	мягкий	русский	мягкий упрек		добрый, податливый человек		мягкий	п			+
9292	мягкий	русский	мягкий голос		добрый, податливый человек		мягкий	п			+
9701	-yumuşak	турецкий	мягкий камень		крошащиеся объекты		мягкий	и			-
9769	lɛpə	мокшанский	мягкий камень		крошащиеся объекты		мягкий	и			+
9770	lɛpə	мокшанский	мягкое дерево		крошащиеся объекты		мягкий	и			+
9537	n’ulәk°	ненецкий	мягкий камень		крошащиеся объекты		мягкий	и			+
9538	n’ulәk°	ненецкий	мягкое дерево		крошащиеся объекты		мягкий	и			+
9320	pehmeä	финский	мягкое дерево		крошащиеся объекты		мягкий	и			+
9657	pwutulep-ta	корейский	мягкое дерево		крошащиеся объекты		мягкий	и			+
9479	rouruan	китайский	мягкая древесина		крошащиеся объекты		мягкий	и			+
9450	ruan	китайский	мягкая древесина		крошащиеся объекты		мягкий	и			+
9451	ruan	китайский	мягкий камень		крошащиеся объекты		мягкий	и			+
9572	soft	английский	мягкий камень		крошащиеся объекты		мягкий	и			+
9573	soft	английский	мягкое дерево		крошащиеся объекты		мягкий	и			+
9368	tendre	французский	мягкое дерево		крошащиеся объекты		мягкий	и			+
9370	tendre	французский	мягкий камень		крошащиеся объекты		мягкий	и			+
9628	weich	немецкий	мягкий камень		крошащиеся объекты		мягкий	и			+
9702	yumuşak	турецкий	мягкое дерево		крошащиеся объекты		мягкий	и			+
9280	мягкий	русский	мягкий камень	камень	крошащиеся объекты		мягкий	и			+
9281	мягкий	русский	мягкое дерево	дерево	крошащиеся объекты		мягкий	и			+
9639	kuschelig	немецкий	мягкий диван +		мебель		мягкий	и			+
9640	kuschelig	немецкий	мягкая подушка +		мебель		мягкий	и			+
9746	lɛpə	мокшанский	мягкий стул		мебель		мягкий	и			+
9747	lɛpə	мокшанский	мягкий диван		мебель		мягкий	и			+
9748	lɛpə	мокшанский	мягкая подушка		мебель		мягкий	и			+
9359	moelleux	французский	мягкий стул +		мебель		мягкий	и			+
9360	moelleux	французский	мягкий диван +		мебель		мягкий	и			+
9361	moelleux	французский	мягкая подушка +		мебель		мягкий	и			+
9342	mou	французский	мягкий диван -		мебель		мягкий	и			+
9343	mou	французский	мягкий стул -		мебель		мягкий	и			+
9511	n’ulәk°	ненецкий	мягкий стул +		мебель		мягкий	и			+
9512	n’ulәk°	ненецкий	мягкий стул -		мебель		мягкий	и			+
9513	n’ulәk°	ненецкий	мягкий диван +		мебель		мягкий	и			+
9514	n’ulәk°	ненецкий	мягкий диван -		мебель		мягкий	и			+
9515	n’ulәk°	ненецкий	мягкая подушка +		мебель		мягкий	и			+
9516	n’ulәk°	ненецкий	мягкая подушка -		мебель		мягкий	и			+
9296	pehmeä	финский	мягкий стул +		мебель		мягкий	и			+
9297	pehmeä	финский	мягкий стул -		мебель		мягкий	и			+
9298	pehmeä	финский	мягкий диван +		мебель		мягкий	и			+
9299	pehmeä	финский	мягкий диван -		мебель		мягкий	и			+
9300	pehmeä	финский	мягкая подушка +		мебель		мягкий	и			+
9301	pehmeä	финский	мягкая подушка -		мебель		мягкий	и			+
9659	phwuksin-ha-ta, phokun-ha-ta	корейский	мягкий стул +		мебель		мягкий	и			+
9660	phwuksin-ha-ta, phokun-ha-ta	корейский	мягкий диван +		мебель		мягкий	и			+
9661	phwuksin-ha-ta, phokun-ha-ta	корейский	мягкая подушка +		мебель		мягкий	и			+
9464	rouruan	китайский	мягкий диван +		мебель		мягкий	и			+
9465	rouruan	китайский	мягкий диван -		мебель		мягкий	и			+
9466	rouruan	китайский	мягкая подушка +		мебель		мягкий	и			+
9467	rouruan	китайский	мягкая подушка -		мебель		мягкий	и			+
9429	ruan	китайский	мягкий стул +		мебель		мягкий	и			+
9430	ruan	китайский	мягкий стул -		мебель		мягкий	и			+
9431	ruan	китайский	мягкий диван +		мебель		мягкий	и			+
9432	ruan	китайский	мягкий диван -		мебель		мягкий	и			+
9433	ruan	китайский	мягкая подушка +		мебель		мягкий	и			+
9434	ruan	китайский	мягкая подушка -		мебель		мягкий	и			+
9547	soft	английский	мягкий стул +		мебель		мягкий	и			+
9548	soft	английский	мягкий стул -		мебель		мягкий	и			+
9549	soft	английский	мягкий диван +		мебель		мягкий	и			+
9550	soft	английский	мягкий диван -		мебель		мягкий	и			+
9551	soft	английский	мягкая подушка +		мебель		мягкий	и			+
9552	soft	английский	мягкая подушка -		мебель		мягкий	и			+
9489	songruan	китайский	мягкий диван +		мебель		мягкий	и			+
9490	songruan	китайский	мягкий диван -		мебель		мягкий	и			+
9491	songruan	китайский	мягкая подушка +		мебель		мягкий	и			+
9492	songruan	китайский	мягкая подушка -		мебель		мягкий	и			+
9602	weich	немецкий	мягкий стул +		мебель		мягкий	и			+
9603	weich	немецкий	мягкий стул -		мебель		мягкий	и			+
9604	weich	немецкий	мягкий диван +		мебель		мягкий	и			+
9605	weich	немецкий	мягкий диван -		мебель		мягкий	и			+
9606	weich	немецкий	мягкая подушка +		мебель		мягкий	и			+
9607	weich	немецкий	мягкая подушка -		мебель		мягкий	и			+
9679	yumuşak	турецкий	мягкий стул		мебель		мягкий	и			+
9680	yumuşak	турецкий	мягкий диван		мебель		мягкий	и			+
9681	yumuşak	турецкий	мягкая подушка		мебель		мягкий	и			+
9258	мягкий	русский	мягкий стул +	стул	мебель		мягкий	и			+
9259	мягкий	русский	мягкий стул -	стул	мебель		мягкий	и			+
9260	мягкий	русский	мягкий диван +	диван	мебель		мягкий	и			+
9261	мягкий	русский	мягкий диван -	диван	мебель		мягкий	и			+
9262	мягкий	русский	мягкая подушка +	подушка	мебель		мягкий	и			+
9263	мягкий	русский	мягкая подушка -	подушка	мебель		мягкий	и			+
