lexeme	lang	mframe	mframe_trans	frame	tax_class	field	meaning	example	comment	usage
tajam	малайский	грубый_ответ		грубый, жестокий, резкий (о человеке)	качества человека	острый	f			1
tajam	малайский	резкий_взгляд		грубый, жестокий, резкий (о человеке)	качества человека	острый	f			1
tajam	малайский	резкий_слово		грубый, жестокий, резкий (о человеке)	качества человека	острый	f			1
togatta	японский	резкий_взгляд	metsuki	грубый, жестокий, резкий (о человеке)	качества человека	острый	f			1
togatta	японский	резкий_человек	hito	грубый, жестокий, резкий (о человеке)	качества человека	острый	f			1
лэчыд	коми-зырянский (ижемский диалект)	резкий_взгляд	син	грубый, жестокий, резкий (о человеке)	качества человека	острый	f			1
лэчыд	коми-зырянский (ижемский диалект)	резкий_слово	кыы	грубый, жестокий, резкий (о человеке)	качества человека	острый	f			1
юэс	коми-зырянский (ижемский диалект)	резкий_взгляд	син	грубый, жестокий, резкий (о человеке)	качества человека	острый	f			1
юэс	коми-зырянский (ижемский диалект)	резкий_слово	кыы	грубый, жестокий, резкий (о человеке)	качества человека	острый	f			1
fengli	китайский	острая боль		интенсивное физиологическое ощущение	высокая степень	острый	f			0
fengli	китайский	острая жажда		интенсивное физиологическое ощущение	высокая степень	острый	f			0
hüt̅e	агульский	острый_боль		интенсивное физиологическое ощущение	высокая степень	острый	f			0
hüt̅e	агульский	острый_дрожь		интенсивное физиологическое ощущение	высокая степень	острый	f			0
hüt̅e	агульский	острый_жажда		интенсивное физиологическое ощущение	высокая степень	острый	f			0
hüt̅e	агульский	острый_недосып		интенсивное физиологическое ощущение	высокая степень	острый	f			0
hüt̅e	агульский	острый_слабость		интенсивное физиологическое ощущение	высокая степень	острый	f			0
jianli	китайский	острая боль		интенсивное физиологическое ощущение	высокая степень	острый	f			0
jianli	китайский	острая жажда		интенсивное физиологическое ощущение	высокая степень	острый	f			0
jianrui	китайский	острая жажда		интенсивное физиологическое ощущение	высокая степень	острый	f			0
jiān	китайский	острая боль		интенсивное физиологическое ощущение	высокая степень	острый	f			0
jiān	китайский	острая дрожь		интенсивное физиологическое ощущение	высокая степень	острый	f			0
jiān	китайский	острая жажда		интенсивное физиологическое ощущение	высокая степень	острый	f			0
jiān	китайский	острая слабость		интенсивное физиологическое ощущение	высокая степень	острый	f			0
jiān	китайский	острый недосып		интенсивное физиологическое ощущение	высокая степень	острый	f			0
kuai	китайский	острая боль		интенсивное физиологическое ощущение	высокая степень	острый	f			0
kuai	китайский	острая жажда		интенсивное физиологическое ощущение	высокая степень	острый	f			0
llym	валлийский	острый_жажда	syched	интенсивное физиологическое ощущение	высокая степень	острый	f			0
miniog	валлийский	острый_жажда	syched	интенсивное физиологическое ощущение	высокая степень	острый	f			0
pigog	валлийский	острый_боль	poen	интенсивное физиологическое ощущение	высокая степень	острый	f			0
pigog	валлийский	острый_жажда	syched	интенсивное физиологическое ощущение	высокая степень	острый	f			0
ruili	китайский	острая боль		интенсивное физиологическое ощущение	высокая степень	острый	f			0
ruili	китайский	острая жажда		интенсивное физиологическое ощущение	высокая степень	острый	f			0
siarp	валлийский	острый_боль	poen	интенсивное физиологическое ощущение	высокая степень	острый	f			0
siarp	валлийский	острый_жажда	syched	интенсивное физиологическое ощущение	высокая степень	острый	f			0
spitz	немецкий	острая боль	Schmerz	интенсивное физиологическое ощущение	высокая степень	острый	f			0
spitz	немецкий	острая жажда	Durst	интенсивное физиологическое ощущение	высокая степень	острый	f			0
surudoi	японский	острый_жажда	katsu	интенсивное физиологическое ощущение	высокая степень	острый	f			0
togatta	японский	острый_жажда	katsu	интенсивное физиологическое ощущение	высокая степень	острый	f			0
жьан	кабардино-черкесский (бесленеевский диалект)	острый_боль		интенсивное физиологическое ощущение	высокая степень	острый	f			0
жьан	кабардино-черкесский (бесленеевский диалект)	острый_жажда		интенсивное физиологическое ощущение	высокая степень	острый	f			0
памцIэ	кабардино-черкесский (бесленеевский диалект)	острый_боль		интенсивное физиологическое ощущение	высокая степень	острый	f			0
памцIэ	кабардино-черкесский (бесленеевский диалект)	острый_жажда		интенсивное физиологическое ощущение	высокая степень	острый	f			0
aigu	французский	острый_боль	douleur	интенсивное физиологическое ощущение	высокая степень	острый	f			1
aigu	французский	острый_жажда	soif	интенсивное физиологическое ощущение	высокая степень	острый	f			1
eles	венгерский	острый_боль		интенсивное физиологическое ощущение	высокая степень	острый	f			1
hegyes	венгерский	острый_боль		интенсивное физиологическое ощущение	высокая степень	острый	f			1
jianrui	китайский	острая боль		интенсивное физиологическое ощущение	высокая степень	острый	f			1
llym	валлийский	острый_боль	poen	интенсивное физиологическое ощущение	высокая степень	острый	f			1
miniog	валлийский	острый_боль	poen	интенсивное физиологическое ощущение	высокая степень	острый	f			1
scharf	немецкий	острая боль	Schmerz	интенсивное физиологическое ощущение	высокая степень	острый	f			1
scharf	немецкий	острая жажда	Durst	интенсивное физиологическое ощущение	высокая степень	острый	f			1
surudoi	японский	острый_боль	itami	интенсивное физиологическое ощущение	высокая степень	острый	f			1
szuros	венгерский	острый_боль		интенсивное физиологическое ощущение	высокая степень	острый	f			1
togatta	японский	острый_боль	itami	интенсивное физиологическое ощущение	высокая степень	острый	f			1
острый	русский	острый_боль	боль	интенсивное физиологическое ощущение	высокая степень	острый	f			1
острый	русский	острый_дрожь	дрожь	интенсивное физиологическое ощущение	высокая степень	острый	f			1
острый	русский	острый_жажда	жажда	интенсивное физиологическое ощущение	высокая степень	острый	f			1
острый	русский	острый_недосып	недосып	интенсивное физиологическое ощущение	высокая степень	острый	f			1
острый	русский	острый_слабость	слабость	интенсивное физиологическое ощущение	высокая степень	острый	f			1
fengli	китайский	острая наблюдательность		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
fengli	китайский	острое любопытство		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
hüt̅e	агульский	острый_впечатлительность		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
hüt̅e	агульский	острый_гордость		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
hüt̅e	агульский	острый_любопытство		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
hüt̅e	агульский	острый_наблюдательность		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
jianli	китайский	острая наблюдательность		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
jianli	китайский	острое любопытство		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
jianrui	китайский	острое любопытство		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
jiān	китайский	острая впечатлительность		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
jiān	китайский	острая гордость		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
jiān	китайский	острая наблюдательность		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
jiān	китайский	острое любопытство		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
kuai	китайский	острая наблюдательность		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
kuai	китайский	острое любопытство		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
llym	валлийский	острый_любопытство	chwilfrydedd	интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
llym	валлийский	острый_наблюдательность	sylwgarwch	интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
miniog	валлийский	острый_любопытство	chwilfrydedd	интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
miniog	валлийский	острый_наблюдательность	sylwgarwch	интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
pigog	валлийский	острый_любопытство	chwilfrydedd	интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
pigog	валлийский	острый_наблюдательность	sylwgarwch	интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
ruili	китайский	острая наблюдательность		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
ruili	китайский	острое любопытство		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
siarp	валлийский	острый_любопытство	chwilfrydedd	интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
siarp	валлийский	острый_наблюдательность	sylwgarwch	интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
spitz	немецкий	острое любопытство	любопытство	интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
surudoi	японский	острый_любопытство	ko:kishin	интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
togatta	японский	острый_любопытство	ko:kishin	интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
togatta	японский	острый_наблюдательность	kansatsuryoku	интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
жьан	кабардино-черкесский (бесленеевский диалект)	острый_любопытство		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
жьан	кабардино-черкесский (бесленеевский диалект)	острый_наблюдательность		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
лэчыд	коми-зырянский (ижемский диалект)	острый_любопытство		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
лэчыд	коми-зырянский (ижемский диалект)	острый_наблюдательность		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
памцIэ	кабардино-черкесский (бесленеевский диалект)	острый_любопытство		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
памцIэ	кабардино-черкесский (бесленеевский диалект)	острый_наблюдательность		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
юэс	коми-зырянский (ижемский диалект)	острый_любопытство		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
юэс	коми-зырянский (ижемский диалект)	острый_наблюдательность		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			0
aigu	французский	острый_любопытство	curiosité	интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			1
aigu	французский	острый_наблюдательность	don d'observation	интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			1
jianrui	китайский	острая наблюдательность		интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			1
scharf	немецкий	острое любопытство	Neugier	интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			1
surudoi	японский	острый_наблюдательность	kansatsuryoku	интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			1
острый	русский	острый_впечатлительность	впечатлительность	интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			1
острый	русский	острый_гордость	гордость	интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			1
острый	русский	острый_любопытство	любопытство	интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			1
острый	русский	острый_наблюдательность	наблюдательность	интенсивный по степени проявления (о качествах человека)	высокая степень	острый	f			1
aigu	французский	колючий_куст	buisson	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
aigu	французский	колючий_одеяло	couverture	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
aigu	французский	колючий_свитер	pull	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
aigu	французский	колючий_шерсть	piquant	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
aigu	французский	острый_шип	épine	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
eles	венгерский	колючий_одеяло		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
eles	венгерский	острый_шип		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
fengli	китайский	колючее одеяло		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
hüt̅e	агульский	колючий_куст		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
hüt̅e	агульский	колючий_одеяло		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
hüt̅e	агульский	колючий_свитер		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
hüt̅e	агульский	колючий_шерсть		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
hüt̅e	агульский	колючий_щетина		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
hüt̅e	агульский	острый_шип		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
jianli	китайский	колючее одеяло		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
jianrui	китайский	колючая шерсть		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
jianrui	китайский	колючая щетина		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
jianrui	китайский	колючее одеяло		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
jianrui	китайский	колючий куст		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
jianrui	китайский	колючий свитер		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
jiān	китайский	колючая шерсть		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
jiān	китайский	колючая щетина		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
jiān	китайский	колючее одеяло		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
jiān	китайский	колючий куст		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
jiān	китайский	колючий свитер		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
kuai	китайский	колючее одеяло		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
kuai	китайский	острый шип		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
llym	валлийский	колючий_одеяло	blanced	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
llym	валлийский	острый_шип	draen	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
miniog	валлийский	колючий_одеяло	blanced	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
miniog	валлийский	острый_шип	draen(en)	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
pigog	валлийский	колючий_одеяло	blanced	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
pigog	валлийский	острый_шип	draen	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
pistävä	финский	колючий_куст	pensas	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
pistävä	финский	колючий_одеяло	peite	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
pistävä	финский	колючий_свитер	pusero	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
pistävä	финский	колючий_шерсть	villa	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
pointu	французский	колючий_куст	buisson	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
pointu	французский	колючий_одеяло	couverture	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
pointu	французский	колючий_свитер	pull	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
pointu	французский	колючий_шерсть	piquant	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
pointu	французский	колючий_щетина		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
pointu	французский	острый_шип	épine	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
ruili	китайский	колючее одеяло		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
scharf	немецкий	колючее одеяло	Decke	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
scharf	немецкий	острый шип	Dorn	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
sharp	английский	колючая шерсть	wool	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
sharp	английский	колючая щетина	bristle	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
sharp	английский	колючее одеяло	blanket	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
sharp	английский	колючий куст	bush	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
sharp	английский	колючий свитер	sweater	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
siarp	валлийский	колючий_одеяло	blanced	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
siarp	валлийский	острый_шип	draen	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
spitz	немецкий	колючее одеяло	Decke	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
surudoi	японский	колючий_одеяло	mo:fu	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
surudoi	японский	колючий_свитер	se:ta:	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
tajam	малайский	колючий_куст		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
tajam	малайский	колючий_одеяло		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
tajam	малайский	колючий_свитер		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
tajam	малайский	колючий_шерсть		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
tajam	малайский	колючий_щетина		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
terävä	финский	колючий_куст	pensas	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
terävä	финский	колючий_одеяло	peite	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
terävä	финский	колючий_свитер	pusero	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
terävä	финский	колючий_шерсть	villa	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
togatta	японский	колючий_одеяло	mo:fu	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
togatta	японский	колючий_свитер	se:ta:	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
tranchant	французский	колючий_куст	buisson	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
tranchant	французский	колючий_одеяло	couverture	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
tranchant	французский	колючий_свитер	pull	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
tranchant	французский	колючий_шерсть	piquant	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
tranchant	французский	колючий_щетина		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
tranchant	французский	острый_шип	épine	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
жьан	кабардино-черкесский (бесленеевский диалект)	колючий_куст		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
жьан	кабардино-черкесский (бесленеевский диалект)	колючий_одеяло		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
жьан	кабардино-черкесский (бесленеевский диалект)	острый_шип	банэ	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
лэчыд	коми-зырянский (ижемский диалект)	острый_шип	ем	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
острый	русский	колючий_куст	куст	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
острый	русский	колючий_одеяло	одеяло	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
острый	русский	колючий_свитер	свитер	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
острый	русский	колючий_шерсть	шерсть	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
острый	русский	колючий_щетина	щетина	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
памцIэ	кабардино-черкесский (бесленеевский диалект)	колючий_куст		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
памцIэ	кабардино-черкесский (бесленеевский диалект)	колючий_одеяло		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
памцIэ	кабардино-черкесский (бесленеевский диалект)	острый_шип	банэ	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			0
fengli	китайский	острый шип		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			1
jianli	китайский	острый шип		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			1
jianrui	китайский	острый шип		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			1
jiān	китайский	острый шип		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			1
pigog	валлийский	колючий_куст	llwyn	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			1
pistävä	финский	колючий_щетина	sänki	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			1
pistävä	финский	острый_шип	piikki	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			1
ruili	китайский	острый шип		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			1
sharp	английский	острый шип	thorn	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			1
spitz	немецкий	острый шип	Dorn	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			1
surudoi	японский	острый_шип	toge	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			1
szuros	венгерский	колючий_одеяло		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			1
szuros	венгерский	колючий_подбородок		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			1
szuros	венгерский	острый_шип		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			1
tajam	малайский	острый_шип		колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			1
terävä	финский	колючий_щетина	sänki	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			1
terävä	финский	острый_шип	piikki	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			1
togatta	японский	острый_шип	toge	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			1
острый	русский	острый_шип	шип	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			1
юэс	коми-зырянский (ижемский диалект)	острый_шип	ем	колющаяся поверхность/колющийся предмет	физ.свойства	острый	d			1
fengli	китайский	острый конфликт		напряженный (о взаимодействиях)	высокая степень	острый	f			0
fengli	китайский	острый момент		напряженный (о взаимодействиях)	высокая степень	острый	f			0
hegyes	венгерский	острый_конфликт		напряженный (о взаимодействиях)	высокая степень	острый	f			0
hüt̅e	агульский	острый_конфликт		напряженный (о взаимодействиях)	высокая степень	острый	f			0
hüt̅e	агульский	острый_момент		напряженный (о взаимодействиях)	высокая степень	острый	f			0
hüt̅e	агульский	острый_перепалка		напряженный (о взаимодействиях)	высокая степень	острый	f			0
hüt̅e	агульский	острый_сопротивление		напряженный (о взаимодействиях)	высокая степень	острый	f			0
hüt̅e	агульский	острый_спор		напряженный (о взаимодействиях)	высокая степень	острый	f			0
jianli	китайский	острый конфликт		напряженный (о взаимодействиях)	высокая степень	острый	f			0
jianli	китайский	острый момент		напряженный (о взаимодействиях)	высокая степень	острый	f			0
jiān	китайский	острая перепалка		напряженный (о взаимодействиях)	высокая степень	острый	f			0
jiān	китайский	острое сопротивление		напряженный (о взаимодействиях)	высокая степень	острый	f			0
jiān	китайский	острый конфликт		напряженный (о взаимодействиях)	высокая степень	острый	f			0
jiān	китайский	острый момент		напряженный (о взаимодействиях)	высокая степень	острый	f			0
jiān	китайский	острый спор		напряженный (о взаимодействиях)	высокая степень	острый	f			0
kuai	китайский	острый конфликт		напряженный (о взаимодействиях)	высокая степень	острый	f			0
kuai	китайский	острый момент		напряженный (о взаимодействиях)	высокая степень	острый	f			0
llym	валлийский	острый_конфликт	gwrthdaro	напряженный (о взаимодействиях)	высокая степень	острый	f			0
llym	валлийский	острый_момент	moment	напряженный (о взаимодействиях)	высокая степень	острый	f			0
miniog	валлийский	острый_конфликт	gwrthdaro	напряженный (о взаимодействиях)	высокая степень	острый	f			0
miniog	валлийский	острый_момент	moment	напряженный (о взаимодействиях)	высокая степень	острый	f			0
pigog	валлийский	острый_конфликт	gwrthdaro	напряженный (о взаимодействиях)	высокая степень	острый	f			0
pigog	валлийский	острый_момент	moment	напряженный (о взаимодействиях)	высокая степень	острый	f			0
ruili	китайский	острый конфликт		напряженный (о взаимодействиях)	высокая степень	острый	f			0
ruili	китайский	острый момент		напряженный (о взаимодействиях)	высокая степень	острый	f			0
siarp	валлийский	острый_конфликт	gwrthdaro	напряженный (о взаимодействиях)	высокая степень	острый	f			0
siarp	валлийский	острый_момент	moment	напряженный (о взаимодействиях)	высокая степень	острый	f			0
